file,dial,category
Ses05F_impro02_F005, I'm going to need to go overseas for a while.,1
Ses05M_script01_3_F004, You saw that.  And well you've been --,1
Ses02M_impro06_F010, And she was,1
Ses03F_script01_2_F019," Believe, Joe. You above all people have got to believe.",1
Ses03F_impro06_F032, yeah.,1
Ses05F_script01_1_M004, No.  I figured it was best to leave him alone.,1
Ses04F_impro02_M006," I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",1
Ses05M_script01_1b_F023," Well, how do you know she'll marry you?  Maybe she feels like your father does.",1
Ses02M_script01_1_M006, I guess he is.,1
Ses05M_script01_1b_F005, He's dreaming about him again.  He's getting just like after Larry died. What's the meaning of that?,1
Ses05F_impro06_M017, Is there a funeral planned? or-,1
Ses03M_impro06_F019, I would've loved to.,1
Ses05M_script01_1_F030, Just give it some more thought.,1
Ses04F_script01_1_F007, He's getting just like after he died.,1
Ses04M_impro06_M016, I hope it rains.  Somehow that'll make me feel more comfortable.,1
Ses02M_script01_1_M028," I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",1
Ses01M_script02_1_M035," I don't get it though, I mean the first time we came here you said it was like the best night of your life...",1
Ses05M_impro06_F008," Wow, Ryan I know that you are hurting right now but I don't think you always feel like that.",1
Ses05F_script01_3_F023, Oh gee.,1
Ses04F_script01_1_M006, I guess he is.,1
Ses03M_script01_1_M018, You know.,1
Ses03M_impro02_F029, far away and he won't be here.,1
Ses04M_script01_1_M004, No.  I - I figured the best thing was to leave him alone.,1
Ses03M_script01_1_F007, Starting to dream about him again.  He's walking around at night again.,1
Ses02F_impro02_F003, I don't think so.,1
Ses01M_impro02_F011, Me?  I'm not worried about me.,1
Ses03M_impro02_M011, No.,1
Ses01M_script01_3_F019," No, what is it?  Is your mother?",1
Ses02F_script01_3_M025, Just about all.,1
Ses04M_script01_1_F042," I don't understand you, do I?",1
Ses03F_impro02_F041," I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",1
Ses02F_script02_2_F025, No.,1
Ses04F_script01_3_M040, because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,1
Ses01F_script02_2_M038, I just- I know I don't make you happy.,1
Ses03F_impro02_M028, How are we supposed to tell Amy? How's she supposed to understand that?,1
Ses03M_impro02_F020, I know.,1
Ses04M_script01_1_M027," Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  We'll find out.  Then we'll thrash it out with dad. Right, mom?  Don't avoid me.",1
Ses05F_script01_2_F013," Believe with me, Joe.  I can't stand alone.",1
Ses03M_impro02_M004, They want to deploy me next week.,1
Ses05M_impro06_M015," And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point?",1
Ses02M_script01_1_F016," Well that's only your business, Chris.",1
Ses04F_impro02_F008, Look we both knew what this meant when I signed on,1
Ses05M_script01_1_M008, Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,1
Ses02M_script01_2_F016, Don't stop believing.,1
Ses02F_script02_2_M030," No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",1
Ses02F_impro02_F008," I know, but, she needs to be safe more.  She needs to be around kids her age--own age.  She needs to be able to play on the streets and--",1
Ses03F_impro02_M019, I don't know if I- if I could take it.,1
Ses03F_script01_3_M043, And I guess that included you.,1
Ses02F_script01_1_F004, Did you talk to him?,1
Ses03F_script01_3_F025, No. What is it? Is it your mother?,1
Ses01M_script01_1_F031," He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",1
Ses05F_impro06_M019, No problem.,1
Ses04F_impro02_M011, It's just not going to work out without you here.,1
Ses05M_impro06_M005," he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life.",1
Ses05M_script02_2_F030, I didn't say that.,1
Ses03M_impro02_M016, I don't know what to do.,1
Ses01M_impro06_F020, It gets better.,1
Ses03F_script01_3_M028, I don't know where to start.,1
Ses03M_impro06_F003, Yeah.,1
Ses05F_impro02_F008," I don't know ""sigh"".",1
Ses04M_impro06_M008," [BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again.",1
Ses04M_impro06_F001, I'm sorry.,1
Ses03M_script01_2_F017," Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",1
Ses02F_impro02_M009," I mean, you just get to--go off and do your thing.  I mean, yeah, we're both--I don't know--it's bad for both of us, but--",1
Ses01M_impro06_M006," And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",1
Ses03F_impro02_M018, I don't know if I can handle you going another year.,1
Ses03M_script02_2_M040, It seemed like a good spot to me.,1
Ses01F_script02_2_F023, No.,1
Ses02M_script01_3_M032," Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",1
Ses02M_script01_1_M018, I'm going to ask her to marry me.,1
Ses05F_script01_3_F025," Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",1
Ses02M_impro04_M008," Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like",1
Ses05F_script02_2_F026," Sure, this is standing.  This is waiting.  This is fighting.",1
Ses03F_script01_3_F029," Yeah, sure.",1
Ses02F_script02_2_M037, Maybe if you were with somebody else too.,1
Ses02M_script02_2_F022, No.,1
Ses02M_impro06_F005, Yeah.,1
Ses01M_impro06_F026, It's good that you were there.,1
Ses04F_script01_1_M001, He was out here when it broke.,1
Ses04M_impro06_M009, Yeah.,1
Ses01F_impro06_M007, Yeah.,1
Ses04M_impro06_M012," I mean, it's just not fair.  Like, I don't know.  Why people -",1
Ses05F_impro04_F027," Well, thank you.",1
Ses01F_script02_2_F040," You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",1
Ses04F_impro06_M014, So-,1
Ses05F_impro04_F019, I'm just worried.,1
Ses05F_script01_1_M006," I guess, he is.",1
Ses03M_impro06_M028, Working for corporate America?  Wow.,1
Ses04F_impro02_F006, Do you think I want to leave you?,1
Ses04M_script01_3_M025, Well I lost them.,1
Ses05F_impro06_F025, yeah.,1
Ses03M_script01_1_F027, You're a considerate fellow.  There is nothing wrong in that.,1
Ses03M_impro02_M037, Fine.  I'll see if I can talk to them.,1
Ses02F_script01_3_M030," You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",1
Ses02F_impro04_F014," I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",1
Ses02M_script02_2_F038," You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",1
Ses01M_script03_1_F020," Oh, will we like that?",1
Ses01F_impro06_F021," My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",1
Ses01M_script02_2_F034, This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,1
Ses02F_script01_1_M014," Sit down, Mom.  I want to talk to you.",1
Ses03M_script01_3_F004, No.  I'm not sorry.  But I'm not going to stay.,1
Ses01F_script03_1_F017, What happens if one of us dies?  Does the other one still laugh?,1
Ses04M_script01_3_M024," It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",1
Ses01M_impro06_F025, That's a long time.,1
Ses03F_impro02_M013, You remember the last time you went? You know how hard it was for me? Now we have a kid.,1
Ses04M_impro06_M010," Yeah, I don't know.  Sometimes I wish I didn't know him.  So I wouldn't--",1
Ses04M_script01_3_M006, Well wouldn't you want to?,1
Ses02M_script01_2_M006," All right. Now, listen kid-",1
Ses02M_impro02_M006, You gotta,1
Ses03F_impro06_F024, He was my brother.,1
Ses04M_impro06_F012," It'll get better.  I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those.",1
Ses05F_impro02_M026, Why has to be you?  There's all those other people.  Somebody else can go instead.  It's not right.,1
Ses05M_script01_1b_F013, Why?,1
Ses02M_impro02_F001," I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",1
Ses02F_impro06_M002, I'm sorry to hear about that.,1
Ses04F_impro02_F007, I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,1
Ses01M_impro06_F005, Oh Jesus.,1
Ses01M_impro06_M000," Yeah, I'm just-- yeah",1
Ses02F_impro06_F013, You start to lose like that image after a while.,1
Ses02F_script01_1_M001, He was out here when it broke.,1
Ses02M_script02_2_M039, Yeah?,1
Ses05F_impro06_F022, something happens and they die and it's like-,1
Ses05F_script01_3_M021," Yeah, I suppose I have been.  But it's going from me.",1
Ses05F_impro02_F009, I know.  I know.,1
Ses03F_script01_3_M029, You know when I went overseas. I said I was in command of a company.,1
Ses01M_impro02_F019, Don't say that.,1
Ses01M_script02_2_F036," I just can't help wishing that I was somebody, somewhere else.",1
Ses02F_script01_1_M000, He saw it.,1
Ses04M_impro06_F009," Well I know it's not a lot of help or anything, but at least you got to know him.  I mean, at least you had the time with him that you did.",1
Ses04F_impro02_M017, Look I'm just telling you that you don't have to go.,1
Ses04F_impro06_M001," When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it.",1
Ses04M_script01_1_M008, Being dishonest with him.  That kind of thing always pays off and now it's paying off.,1
Ses01M_impro06_M007," He kind of didn't have anyone to take care of that for him, so--",1
Ses03M_script01_3_M042, And I didn't want to take any of it and I guess that included you.,1
Ses04F_script01_1_M045, No.  I'm a pretty tough guy.,1
Ses02F_impro05_F021, Thank you.,1
Ses03F_impro02_M006," God, we're supposed to take a look at a house next week.",1
Ses05F_impro02_M029, I understand.  I'm worried about you.  I don't know what's going to happen to you.,1
Ses01M_impro06_F010, Oh. Really fast? Oh.,1
Ses02F_script01_1_F043," I don't understand you, do I?",1
Ses01M_impro02_M020, I know.,1
Ses04F_script01_1_F008, What's the meaning in that?,1
Ses01M_impro06_F011, Yeah.,1
Ses05F_impro06_M014, Of course not.  You have no idea what it's like to lose a kid.,1
Ses01F_script02_2_F036, I didn't say that.,1
Ses04M_impro06_M004, Thanks.,1
Ses03F_script01_3_M033," For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",1
Ses04M_script02_2_F016," It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",1
Ses03M_impro06_M004, He was my only friend growing up.,1
Ses03M_script01_3_F011," Well,",1
Ses03M_script02_2_M020, It was in the car right?  Driving past the Knickerbocker Liquor Locker...,1
Ses02F_impro06_F014, Thanks.,1
Ses05M_script01_3_F025," Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included.",1
Ses04M_impro02_F007, Can't you ask them?  Can't you go back and ask them if you could -- I don't know if you could change  assignments or something and you could stay here?,1
Ses02M_script01_2_F012," why did that happen the very night she came back she sleeps in his room and suddenly his memorial breaks to pieces, just look at it, look.",1
Ses03F_script01_3_F020, You always can be so ambiguous.,1
Ses03F_impro06_F019, Not very good.,1
Ses03M_impro02_F009, Honey--,1
Ses04F_script01_3_M013," You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything.",1
Ses02M_script01_1_F008, What?,1
Ses03M_script01_1_M046, I am thinking like that.,1
Ses02F_script02_2_F024, No.,1
Ses02M_impro02_M018," I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",1
Ses04M_script01_3_M011," You think this is wrong, don't you; this yard, this chair?  I want you to be ready for me.  I don't want to win you away from anything.",1
Ses05M_script01_3_F002, No.  But I'm not going to stay.,1
Ses02F_script01_3_M034, Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,1
Ses05M_script01_3_M036," I felt what you said, ashamed somehow because nobody had changed at all.",1
Ses02F_script01_3_F024, How many?,1
Ses02M_script01_1_F041," Yea, I can see that.",1
Ses03M_script01_1_F008," He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",1
Ses01F_script02_2_F022, I'd rather not remember some things.  I'd rather not hope for some things.,1
Ses04F_script01_3_F022, It wouldn't work this way.,1
Ses02F_impro02_F007," and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay.",1
Ses04M_script01_3_F024, And do you still feel that way?,1
Ses02F_impro02_M007, But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--,1
Ses05M_script01_1b_M003," I don't know.  But after he saw it, he ran back into the house and started crying in the kitchen.",1
Ses01F_script03_2_M017, That reply has broken my heart.,1
Ses05F_impro06_M020," Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",1
Ses02M_impro04_M021, What am I going to do on a break?,1
Ses01M_script02_1_M003," No, I think that's just foam.",1
Ses05M_script02_2_F027," This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",1
Ses03M_impro06_F010, Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,1
Ses04F_script01_1_F043, I don't understand you do I?,1
Ses05F_script02_2_M030, Right.,1
Ses04F_script01_3_M003, Well.,1
Ses02F_script01_1_F006, What was he doing out here at that hour?,1
Ses03F_script02_2_M018," You want this to be like the other time, right? That's it. Right?",1
Ses03M_impro06_F015, I'm so sorry.,1
Ses04M_script01_3_M005, How did you know?,1
Ses04F_impro06_F001," You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know.",1
Ses03M_script02_2_F034, This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,1
Ses04M_script02_2_F021, No.,1
Ses05M_impro06_M002," The end, he's been sick for awhile.  He had cancer.",1
Ses02F_impro06_F004, I just don't want him to be gone.,1
Ses02M_impro02_M001," You won't be. I'll be back; I'll be back before you know it. All right, and",1
Ses02F_impro06_F008, ...the way he wanted to live and he was gonna go to Africa and he was gonna--,1
Ses01M_impro06_F009," Well, I'm confused.  He was sick or it was an accident?",1
Ses02M_impro06_M014, We were all going take a trip to Europe you know.,1
Ses01M_impro06_F014, Mmhmm.,1
Ses03M_script02_2_M023," Okay, right.  I got it.  Sure.  Of course.  Listen, do you want to dance?",1
Ses01M_script01_1_M036, If that can't happen here...,1
Ses03F_script02_2_F049, So I was thinking you might be right.,1
Ses03M_script01_3_M033, A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,1
Ses04F_impro06_M010, You're okay,1
Ses04F_script03_1_F015, We always want to bicker and fight.,1
Ses05F_script01_3_M010," You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",1
Ses01M_impro02_F013, You're going with the same ones?,1
Ses03M_impro02_F014, Carry her for nine months and then yes.,1
Ses03F_script01_3_F004, I can't stay.,1
Ses03F_script02_2_M036," No, I know. But I know I don't make you happy.",1
Ses01F_script02_2_F046," Augie, I'm sorry.",1
Ses05M_impro06_M013," and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-",1
Ses02M_impro02_M014," and it'll work out you know, go there and do that. Yeah, I'll be back",1
Ses03F_impro02_M012, I can't-,1
Ses01M_script01_2_F010, Because if he's not coming back then I'll kill myself.,1
Ses03M_script01_3_M039," open that new bank account, drive the new car and see the new refrigerator",1
Ses03F_impro02_F042," I'm sorry, babe.",1
Ses05F_impro06_M012, Was he very close to his family?,1
Ses04F_script01_3_M022, Let's drive some place.  I want to be alone with you.,1
Ses02M_impro06_F008," Yes. Well, at least you have a lot of good memories.",1
Ses05F_script01_1_F005, He cried hard.,1
Ses04M_script03_1_M016, No.  That fire will fade along with our passion.,1
Ses04M_script01_1_M011, Why shouldn't he dream of him?  Walk the nights waiting for him.,1
Ses05M_script02_2_F019, No.,1
Ses04F_script01_3_M023," No, nothing like that.",1
Ses02M_script01_3_M031," To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",1
Ses03M_impro02_M026, maybe get some vacation-- --once it quiets down there.,1
Ses05F_script01_1_M007, I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,1
Ses05F_script01_1_M014," Sit down, mom.  I want to talk to you.",1
Ses02M_impro06_M022, Ah.,1
Ses03M_impro02_M010, but they said they'd increase my pay by triple-there promotion.,1
Ses02F_script01_3_F020," Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",1
Ses02M_script01_1_M026, I wanted to get this settled first.,1
Ses01M_impro02_F010, What about the birthday party?,1
Ses05M_script02_2_F017, No.,1
Ses04F_script01_3_M012," wanted some place we'd never been, a place where we'd be brand new to each other.",1
Ses01M_script01_3_M036, And no one had changed it was just like sort of random bus accident to them.,1
Ses02M_impro02_M007," You gotta take care of our baby for me, alright?",1
Ses04F_impro06_M002, Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,1
Ses05F_impro06_F008, I know.,1
Ses04F_script01_3_F020, Well then what's wrong?  Even in your letters there was something ashamed.,1
Ses03F_impro02_M015, [BREATHING],1
Ses05F_impro02_M032, I don't know.,1
Ses04M_script01_3_M012, Then he's gone forever?  You're sure?,1
Ses01M_script01_1_M040, Then help me stay.,1
Ses02M_script01_3_F027," I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",1
Ses01M_script02_2_M032, A vacation?,1
Ses04F_impro02_F023, I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,1
Ses05M_script01_1_M005, I could hear him right through the floor in my room.,1
Ses03M_script02_2_F035, I know you are Augie.  I know you wanted this evening to be nice.,1
Ses01F_impro06_F002, No.,1
Ses03M_impro02_F033, I need you here.  Anna needs you.,1
Ses02M_script03_1_F015," Oh dear, should we like that?",1
Ses05F_script02_2_F011," I did, I do want to see it.  I always want to see it, Augie.",1
Ses05F_script01_1_F016, why?,1
Ses05F_script01_2_F015," You above all, have got to believe, Joe.",1
Ses03M_impro06_M029, He actually wanted to do something.,1
Ses03F_script02_2_F026, No.,1
Ses05M_script02_2_F023, I just want- I just want things to turn out the way they are supposed to.,1
Ses03F_impro02_F029," Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",1
Ses03F_impro02_F030," But we can work, you know, we--you can write me and we could see pictures",1
Ses04F_script01_3_F026, And do you still feel that way?,1
Ses01M_script02_2_M041, I know me neither.,1
Ses02M_impro06_M019," Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",1
Ses03M_script01_2_F019, I can't help it.,1
Ses02M_impro06_M002," I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",1
Ses02M_impro02_M013, there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,1
Ses05F_impro06_F005, Kind of.,1
Ses03M_impro06_M001, alright.,1
Ses02M_impro06_M011," Yes, I mean she cared about all of us. She was great",1
Ses03M_script01_1_M006, I guess he is.,1
Ses03M_impro02_M031, What do you mean?,1
Ses01M_script01_1_M009," I mean, these kinds of things, man they always come back at you.  And this is definitely coming back to us.",1
Ses05F_impro06_F018, Thank you.,1
Ses02M_script01_3_M027, It takes some time for a guy to toss that off.  'Cause they weren't just men.,1
Ses03M_impro06_F018, Yeah.,1
Ses01M_script01_3_M022, I don't know it's--it's complicated. But it's going from me now.,1
Ses02M_script01_3_M002, Why?,1
Ses05F_script02_2_F025, This what?  What is this?  This isn't even anything.,1
Ses05F_impro06_M024, Absolutely.,1
Ses05F_script01_1_F007," It's getting just like after Larry died, he's having dreams, he's walking around at night.",1
Ses04F_impro02_F016, I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,1
Ses03M_impro02_F024, A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,1
Ses02F_script02_2_F033," I know that, Augie.  Really, I do.",1
Ses01M_impro02_M002, I just got a letter I have to go back.,1
Ses02M_script01_3_M024," It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",1
Ses01F_impro06_F026," Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",1
Ses02M_script01_2_F011," Because if he's not coming back, I'll kill myself. And laugh -- laugh at me but",1
Ses03M_script01_3_M036, And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,1
Ses02M_script01_3_M007," Oh.  Would you want to?  I guess you know, this is why I asked you to come.",1
Ses03M_impro06_F008, Oh man.,1
Ses02F_script01_1_M027," Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",1
Ses02M_impro06_M012, so loving everybody you know.,1
Ses04F_script01_3_F021, You've got to tell me.,1
Ses03F_impro06_M009, Trying to have a baby.,1
Ses04F_script01_3_F018, What is it Chris?,1
Ses03M_impro06_F016," Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",1
Ses03M_impro02_F030, I'm done.  I can't honey.,1
Ses03F_impro02_M021," me, oh my god.",1
Ses04F_script01_1_M002, About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.,1
Ses03F_impro06_F025," Just seems so unfair, is the way it is.",1
Ses03F_impro02_F027," Wait, you can write me and as you know, send me pictures.",1
Ses03M_script01_2_M013," Calm yourself, alright?",1
Ses05F_impro02_F024," Well, apparently nobody else can go.",1
Ses01M_script01_3_M028," Takes awhile to toss something like that off.  I mean they weren't just men, you know.",1
Ses05F_script03_1_F018," Oh, dear, shall we like that?",1
Ses03M_script01_3_F027, Okay.  It wouldn't work like this?,1
Ses03M_script01_1_M013, We got to say it to him.,1
Ses03F_script01_3_F005," Well, for one thing, your mother so much has told me to go. [LAUGHTER].",1
Ses03F_impro02_M011, Oh,1
Ses03M_script01_1_M045, I know.  Just you help me stay here.,1
Ses03M_impro06_M018, I was supposed to see him last summer,1
Ses04M_impro02_F015," What am I supposed to do, read your letters?",1
Ses02M_impro04_M014," I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",1
Ses02M_script01_1_M041," Yes, on this I would.",1
Ses03M_impro02_M030, You tell her-- [BREATHING],1
Ses04F_script01_3_M002, Why?,1
Ses03M_impro06_F014, Yeah.,1
Ses05M_script02_2_F015," Dancing barefoot in the sand, drinking champagne out of the bottle.",1
Ses02M_script01_1_F031, Just give it some more thought.,1
Ses03F_script02_2_F040, I didn't say that.,1
Ses04F_script01_1_M032," These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",1
Ses05M_script01_1_F003, What was he doing out here at four in the morning?,1
Ses02M_script01_1_M010," No I don't want to argue with him, but it's about time he realized that nobody believes Larry is alive anymore.",1
Ses05F_impro06_M005," Absolutely, absolutely.",1
Ses02F_script01_3_M026, It takes some time for a guy to toss that off.  'Cause they weren't just men.,1
Ses03M_script02_2_F018, We thought I was pregnant.,1
Ses03M_script01_3_F007," you saw the way that she acted and then well, I mean, you, you were acting kind of...",1
Ses02M_impro06_M018, Then she's gone.,1
Ses03M_impro06_M012, his girlfriend got killed too.,1
Ses02M_script01_3_M033," And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",1
Ses02F_impro02_M006, This is gonna be a--a crucial yet--she's--she's growing up.  She's gonna need you.,1
Ses03F_impro02_F010, yeah.,1
Ses02F_script01_1_F028," Trouble is, you don't see enough women.",1
Ses01M_impro02_M012, I don't know.,1
Ses04F_script02_2_F041, somebody who knew how to enjoy herself and didn't take everything so hard.,1
Ses05F_script01_1_M001, He was out here when it broke.,1
Ses05F_impro02_M036," All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures.",1
Ses02M_script02_2_F021, No.,1
Ses03M_script02_2_F037, I didn't say that.,1
Ses02F_impro04_F009, I feel so worthless.,1
Ses02F_script01_1_F007, He's dreaming about him again.  He's walking around at night.,1
Ses02M_impro02_M011," but, I mean, I'm going to do whatever I can and get back here as fast as I can.",1
Ses01M_impro02_M023," I really don't want to go, I don't want to go...",1
Ses01M_impro02_M022, Run away?,1
Ses04M_impro06_M013," there should just be some sort of rule that people don't die until they're older, 'cause then, at least, it's expected.",1
Ses04M_script01_1_M005, I heard him right through the floor of my room.,1
Ses05F_impro04_F017, I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,1
Ses02M_impro06_M000, Kathy died last night.,1
Ses01F_impro06_F024," And the last time before she died, I remember she couldn't really stand, umm...",1
Ses01M_script01_3_F025, [BREATHING]. Geez.,1
Ses05M_script02_1_F016, I'm just not.,1
Ses03F_script01_2_F010," Because she thinks like me, that's why.",1
Ses05M_script01_1b_M015, I'm gonna ask her to marry me.,1
Ses04F_script01_3_M011, I'm embarrassing you.  I didn't want to tell it to you here.  I,1
Ses02F_script01_3_F008," Well,",1
Ses02M_impro02_M016," Yeah, I'll write you every day 'cause you're the only thing that's going to be on my mind.",1
Ses05F_impro04_F002," I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",1
Ses04M_script01_3_F017," No, what is it, Chris?  Your mother?",1
Ses04F_impro06_F000, Thanks.,1
Ses03M_script02_1_M029, For real?,1
Ses03F_script01_3_F028," But, Chris, it wouldn't work like this.",1
Ses02F_script01_1_M010," No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",1
Ses05F_impro06_M011," Yes of course, of course.",1
Ses02M_impro06_M010, She was [garbage],1
Ses03M_impro06_M020, and then something like this happens you know?,1
Ses04M_script01_3_M027, It takes a little time to toss that off because they weren't just men.,1
Ses04M_script01_2_F016," Believe with me, Joe.  I can't stand all alone",1
Ses04F_impro02_M026, Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,1
Ses04M_script01_3_F025," Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.",1
Ses03M_impro02_F032, Honey I can't do it anymore.,1
Ses05M_script01_1_M026, I wanted to get this taken care of first.,1
Ses02M_script01_1_M033, All right. All right. Mom.,1
Ses05M_script02_2_F018, No.,1
Ses02M_impro06_M020, to talk to somebody but,1
Ses05M_script01_1_M017, I'm going to ask her to marry me.,1
Ses02M_script01_1_M015, All right. All right. Listen to me.,1
Ses03M_script01_3_F008," Well, I don't know, embarrassed of her since I came.",1
Ses01M_impro06_M017, So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,1
Ses01M_impro06_M029," So weird,",1
Ses04F_script01_3_M001, You're not sorry you came.,1
Ses02M_impro06_M015, Yes.  [BREATHING] God.,1
Ses02F_script01_1_M040," Yes, on this I would.",1
Ses02M_script01_3_F023, How many?,1
Ses03M_impro02_F031, It's over.,1
Ses03F_script01_3_F008," Well, you've been embarrassed ever since I came.",1
Ses03F_impro02_M017, You can't postpone it?,1
Ses02M_impro06_M008," It's just that- I don't know, it's sort it's sort- of a weird thing you know",1
Ses05F_script01_1_F020, Well you're want to make sure your father isn't you know going to--lose them,1
Ses05M_script02_2_F013, Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.,1
Ses05M_script03_1_F016," Oh, dear.  Shall we like that?",1
Ses02F_script01_3_F028," I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",1
